Valoper,Uptime,Total Slashes,Tombstoned,Blocks Active,Signed Blocks,Missed Blocks,Proposed Blocks,Delegators,Stake,Self Stake
storyvaloper1gsya79nhjpqjhdgsu57xv240rz380rcht6yyt3,0,0,False,0,0,0,0,1,1222.0,1222.0
storyvaloper1g6m5l6xa9zgx7sc0wdlxvaljj7smjztkfa9h8e,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1fhrm40tnvgf4qp5ywn74pwn72t5eynrgdljds3,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1faykyn72emusnskkhs2zflkfj80xnx36lek3q9,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper12wt5zqursxdkkvjhp4vrg5qkrjxyn0jaltn6yh,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper12uty9x88l2z2c32n82trgqgtg8j7c5d3yg6txy,0,0,False,0,0,0,0,1,1255.0,1255.0
storyvaloper1tx2recfx8d4gjtx6m2pj9k8reypehvk4csk58f,0,0,False,0,0,0,0,1,1041.0,1041.0
storyvaloper1tg3tzx9nt6069sxrw4s6e0g50h4ljmfnc0te4l,0,0,False,0,0,0,0,1,1095.0,1095.0
storyvaloper1tvdpcqx989v4f74epnzegh2hhs0rcu2rxc4a3e,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1vq80dadh9zplaus3pkhasvqc3guztnxhj0fj38,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1vvzqyum2njq76w6d2cqeh5a4upqz44g25nzc0s,0,0,False,0,0,0,0,1,1025.0,1025.0
storyvaloper1v06kvxy79w02cna4d93c387wzvuewwxnqyxdld,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1v4ycl4wdrnyjt00vq30kaymhtw8jlkz2mfa247,0,0,False,0,0,0,0,1,1041.0,1041.0
storyvaloper1vcwuam4kp9yq33vcmplkny2rgjcw8tn8ap87pz,0,0,False,0,0,0,0,1,45000.0,45000.0
storyvaloper1vm2fcfvqtdg2zgqnu9ast0py3c4jldlkzr3g2x,0,0,False,0,0,0,0,1,1026.0,1026.0
storyvaloper1dnhkp552qr7nwr30nu563uzau7qv5dl9myzt4r,0,0,False,0,0,0,0,1,1100.0,1100.0
storyvaloper1daxk0lukad4950ga6t2nc939gjvpwranre5dd4,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1dlup3uq885re8nc6fkz7gjvc785ytwamnr5xj2,0,0,False,0,0,0,0,1,1100.0,1100.0
storyvaloper1w8vu87sxe0qyj0k9t8cs87wj7kuesdg8sl9lgg,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1wsnr4kyvtqg0rx0zq0e7nqm5uvslm0xeu2n7at,0,0,False,0,0,0,0,1,3072.0,3072.0
storyvaloper1w5tamlm6g7nffl8sv7w7f36rjzh73hddyfzc05,0,0,False,0,0,0,0,1,18990.0,18990.0
storyvaloper10ryxkfzlxz9l2e85x37k7lr24vd7hxfwz50w3s,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper103hfd4e9zpha9lw4uupxh5nh0tpukms4vz0vgk,0,0,False,0,0,0,0,1,1242.0,1242.0
storyvaloper10ufarhygv32w3w6xtewuyv7r6rgpcj7z9qvsnk,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper10aax54nlscnz4ly62klcmmfs4ys3hgtp0lftag,0,0,False,0,0,0,0,1,1024.0,1024.0
storyvaloper1s9z9j9tfpfqz2y8mzvx8pquykjtnfvh3peatnz,0,0,False,0,0,0,0,1,1031.0,1031.0
storyvaloper1swrq6er5drk2m334ppmzw055j0thfnzjt0kyrm,0,0,False,0,0,0,0,1,1026.0,1026.0
storyvaloper13qkpyjl7esms4fv385tskrz2p3p3mfkgn6rf9y,0,0,False,0,0,0,0,1,1034.0,1034.0
storyvaloper139kxvvqfzejt2ejk9ptt9t96h78rxd73xrj927,0,0,False,0,0,0,0,1,1099.0,1099.0
